"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","extraStatement","characterName","habitual","n_instances","time_period","rt","response","condition"
8,"hobby","truthJudge","ran","male",NA,"Yesterday, Daniel was in a car accident and became permanently paralyzed from the waist down.","Daniel","runs",3,"2 months",3365,"disagree-key","preventative"
8,"food","truthJudge","drank coffee","male",NA,"","Tom","drinks coffee",3,"month",2392,"disagree-key","baseline"
8,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Yesterday, Kristina researched a new soup kitchen in the area and is going to volunteer with them.","Kristina","volunteers for soup kitchens",3,"5 years",4319,"agree-key","enabling"
8,"employment","truthJudge","stole chewing gum","male",NA,"Yesterday, Greg learned a new trick to distract shopkeepers.","Greg","steals chewing gum",3,"5 years",5309,"agree-key","enabling"
8,"clothing","truthJudge","wore a suit","female",NA,"Yesterday, Elisa got fired from her job on Wall Street and now works in a pizza parlor.","Elisa","wears a suit",3,"month",3453,"disagree-key","preventative"
8,"employment","truthJudge","wrote a poem","male",NA,"Yesterday, Scott finished an MFA program and quit his other job to focus on writing poems.","Scott","writes poems",3,"year",3614,"agree-key","enabling"
8,"food","truthJudge","smoked marijuana","female",NA,"","Esther","smokes marijuana",3,"year",3439,"agree-key","baseline"
8,"employment","truthJudge","stole a car","female",NA,"","Shannon","steals cars",3,"5 years",1557,"agree-key","baseline"
8,"employment","truthJudge","wrote a novel","male",NA,"","Lewis","writes novels",3,"5 years",3062,"agree-key","baseline"
8,"food","truthJudge","ate caviar","female",NA,"Yesterday, Monica developed a seafood allergy.","Monica","eats caviar",3,"5 years",3637,"disagree-key","preventative"
8,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Tim developed crippling arthritis in both elbows and can only move his arms extremely slowly.","Tim","plays tennis",3,"year",3373,"disagree-key","preventative"
8,"hobby","truthJudge","hiked","female",NA,"Yesterday, Kim was in a motorcycle accident and will never walk again.","Kim","hikes",3,"year",2997,"disagree-key","preventative"
9,"employment","truthJudge","wrote a poem","female",NA,"Yesterday, Nicole became fed up with the poetry world and decided to never write poems again.","Nicole","writes poems",3,"year",5743,"agree-key","preventative"
9,"food","truthJudge","drank beer","female",NA,"Yesterday, Maya gave up alcohol and entered into Alcoholics Anonymous.","Maya","drinks beer",3,"month",7009,"agree-key","preventative"
9,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, Robert got a high paying job on Wall Street.","Robert","wears a suit",3,"month",3820,"agree-key","enabling"
9,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, William researched a new soup kitchen in the area and is going to volunteer with them.","William","volunteers for soup kitchens",3,"5 years",4198,"agree-key","enabling"
9,"entertainment","truthJudge","watched space launches","female",NA,"","Veronica","watches space launches",3,"2 years",3293,"agree-key","baseline"
9,"hobby","truthJudge","played tennis","female",NA,"Yesterday, Laura developed crippling arthritis in both elbows and can only move her arms extremely slowly.","Laura","plays tennis",3,"year",6470,"disagree-key","preventative"
9,"entertainment","truthJudge","watched professional football","female",NA,"Yesterday, Elizabeth remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","Elizabeth","watches professional football",3,"year",5638,"agree-key","enabling"
9,"hobby","truthJudge","ran","male",NA,"Yesterday, Seth was in a car accident and became permanently paralyzed from the waist down.","Seth","runs",3,"2 months",4350,"disagree-key","preventative"
9,"employment","truthJudge","stole chewing gum","female",NA,"Yesterday, Michelle got caught and vowed to never break the law again.","Michelle","steals chewing gum",3,"5 years",6133,"disagree-key","preventative"
9,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Melinda remembered how much fun that was and joined her friend&quotechars band as the banjoist.","Melinda","plays the banjo",3,"year",6342,"agree-key","enabling"
9,"hobby","truthJudge","hiked","female",NA,"Yesterday, Shannon remembered how much fun those times were and bought a lot of new hiking gear.","Shannon","hikes",3,"year",3806,"agree-key","enabling"
9,"food","truthJudge","ate caviar","female",NA,"Yesterday, Jessica learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Jessica","eats caviar",3,"5 years",3382,"agree-key","enabling"
9,"food","truthJudge","smoked marijuana","male",NA,"","George","smokes marijuana",3,"year",3410,"agree-key","baseline"
9,"food","truthJudge","smoked cigarettes","male",NA,"","Jack","smokes cigarettes",3,"month",2369,"agree-key","baseline"
9,"food","truthJudge","drank coffee","female",NA,"Yesterday, Ashley wanted a morning jolt and bought a pound of fresh roasted coffee.","Ashley","drinks coffee",3,"month",2902,"agree-key","enabling"
9,"food","truthJudge","ate peanut butter","male",NA,"Yesterday, Kyle developed a peanut allergy.","Kyle","eats peanut butter",3,"year",4268,"disagree-key","preventative"
9,"food","truthJudge","did cocaine","female",NA,"","Kristina","does cocaine",3,"year",2662,"agree-key","baseline"
9,"employment","truthJudge","volunteered for a political campaign","female",NA,"","Julia","volunteers for political campaigns",3,"5 years",4110,"agree-key","baseline"
9,"employment","truthJudge","stole a car","male",NA,"Yesterday, John got caught and went through a radical transformation, vowing to never break the law again.","John","steals cars",3,"5 years",4572,"disagree-key","preventative"
9,"employment","truthJudge","wrote a novel","female",NA,"","Angela","writes novels",3,"5 years",2669,"agree-key","baseline"
9,"hobby","truthJudge","climbed mountains","male",NA,"","Cameron","climbs mountains",3,"5 years",1814,"agree-key","baseline"
10,"food","truthJudge","drank beer","male",NA,"Yesterday, Josh gave up alcohol and entered into Alcoholics Anonymous.","Josh","drinks beer",3,"month",5976,"disagree-key","preventative"
10,"food","truthJudge","smoked marijuana","male",NA,"","William","smokes marijuana",3,"year",4431,"disagree-key","baseline"
10,"hobby","truthJudge","played tennis","female",NA,"Yesterday, Rebecca remembered how much fun that was and bought a new tennis racket.","Rebecca","plays tennis",3,"year",5242,"agree-key","enabling"
10,"hobby","truthJudge","hiked","male",NA,"Yesterday, Michael was in a motorcycle accident and will never walk again.","Michael","hikes",3,"year",3843,"disagree-key","preventative"
10,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, Tom researched a new political candidate in the area and is going to volunteer with them.","Tom","volunteers for political campaigns",3,"5 years",6418,"agree-key","enabling"
10,"food","truthJudge","ate peanut butter","female",NA,"Yesterday, Jessica learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","Jessica","eats peanut butter",3,"year",4518,"agree-key","enabling"
10,"food","truthJudge","did cocaine","male",NA,"","Lucas","does cocaine",3,"year",3227,"agree-key","baseline"
10,"hobby","truthJudge","climbed mountains","female",NA,"","Laura","climbs mountains",3,"5 years",2934,"agree-key","baseline"
10,"food","truthJudge","ate caviar","female",NA,"","Stephanie","eats caviar",3,"5 years",2893,"agree-key","baseline"
10,"employment","truthJudge","stole chewing gum","male",NA,"Yesterday, Ronald learned a new trick to distract shopkeepers.","Ronald","steals chewing gum",3,"5 years",4200,"agree-key","enabling"
10,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, Alexander got fired from his job on Wall Street and now works in a pizza parlor.","Alexander","wears a suit",3,"month",4393,"agree-key","preventative"
10,"hobby","truthJudge","played the banjo","male",NA,"Yesterday, George developed crippling arthritis in his hands and no longer can play musical instruments.","George","plays the banjo",3,"year",4072,"agree-key","preventative"
10,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"","Maya","volunteers for soup kitchens",3,"5 years",5744,"agree-key","baseline"
10,"employment","truthJudge","stole a car","male",NA,"Yesterday, Stephen learned a new technique for breaking into cars.","Stephen","steals cars",3,"5 years",2469,"agree-key","enabling"
10,"hobby","truthJudge","ran","male",NA,"Yesterday, Brian was in a car accident and became permanently paralyzed from the waist down.","Brian","runs",3,"2 months",3365,"disagree-key","preventative"
10,"entertainment","truthJudge","watched space launches","male",NA,"Yesterday, Christopher remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","Christopher","watches space launches",3,"2 years",6399,"agree-key","enabling"
10,"food","truthJudge","smoked cigarettes","female",NA,"","Theresa","smokes cigarettes",3,"month",2803,"agree-key","baseline"
10,"food","truthJudge","drank coffee","female",NA,"Yesterday, Elizabeth wanted a morning jolt and bought a pound of fresh roasted coffee.","Elizabeth","drinks coffee",3,"month",1957,"agree-key","enabling"
10,"employment","truthJudge","wrote a poem","female",NA,"Yesterday, Esther became fed up with the poetry world and decided to never write poems again.","Esther","writes poems",3,"year",2046,"agree-key","preventative"
10,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, Scott became fed up with the literary world and decided to never write anything again.","Scott","writes novels",3,"5 years",1979,"agree-key","preventative"
10,"entertainment","truthJudge","watched professional football","male",NA,"","Lewis","watches professional football",3,"year",5432,"agree-key","baseline"
11,"employment","truthJudge","stole a car","female",NA,"","Esther","steals cars",3,"5 years",4174,"agree-key","baseline"
11,"food","truthJudge","ate caviar","female",NA,"Yesterday, Maya learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Maya","eats caviar",3,"5 years",7633,"agree-key","enabling"
11,"employment","truthJudge","stole chewing gum","male",NA,"Yesterday, Anthony learned a new trick to distract shopkeepers.","Anthony","steals chewing gum",3,"5 years",7977,"agree-key","enabling"
11,"hobby","truthJudge","played tennis","male",NA,"","Greg","plays tennis",3,"year",4605,"agree-key","baseline"
11,"employment","truthJudge","volunteered for a political campaign","male",NA,"Yesterday, Gabriel researched a new political candidate in the area and is going to volunteer with them.","Gabriel","volunteers for political campaigns",3,"5 years",9552,"agree-key","enabling"
11,"food","truthJudge","did cocaine","male",NA,"Yesterday, Seth realized he is severely allergic to cocaine and will no longer do it.","Seth","does cocaine",3,"year",3577,"disagree-key","preventative"
11,"hobby","truthJudge","played the banjo","male",NA,"Yesterday, Lewis developed crippling arthritis in his hands and no longer can play musical instruments.","Lewis","plays the banjo",3,"year",4218,"disagree-key","preventative"
11,"food","truthJudge","drank coffee","male",NA,"Yesterday, Scott developed a caffeine allergy and decided to give up all caffeine.","Scott","drinks coffee",3,"month",3977,"disagree-key","preventative"
11,"hobby","truthJudge","ran","female",NA,"Yesterday, Linda remembered how much fun those times were and bought a new pair of running shoes.","Linda","runs",3,"2 months",7707,"agree-key","enabling"
11,"hobby","truthJudge","climbed mountains","male",NA,"Yesterday, Jack remembered how much fun that was bought a lot of new mountain climbing gear.","Jack","climbs mountains",3,"5 years",6146,"agree-key","enabling"
11,"food","truthJudge","smoked cigarettes","female",NA,"Yesterday, Elizabeth wanted a smoke and bought a pack of cigarettes.","Elizabeth","smokes cigarettes",3,"month",10554,"agree-key","enabling"
