"workerid","category","trial_type","trial_num","past_interval","extra_sentence","gender","character","past_freq","item","rt","response","condition"
10,"employment","predictive",4,"5 years","Yesterday, Vince learned a new trick to distract shopkeepers.","male","Vince",3,"steals chewing gum",5226,"5","enabling"
10,"clothing","predictive",5,"month","Yesterday, Veronica got a high paying job on Wall Street.","female","Veronica",3,"wears a suit",5241,"10","enabling"
10,"food","predictive",6,"year","","male","Doug",3,"smokes marijuana",5631,"2","baseline"
10,"hobby","predictive",7,"year","Yesterday, Natalie developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Natalie",3,"plays tennis",4602,"1","preventative"
10,"food","predictive",8,"5 years","Yesterday, Elizabeth learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Elizabeth",3,"eats caviar",6379,"5","enabling"
10,"food","predictive",9,"month","Yesterday, Tim wanted to get tipsy and bought a six-pack of beer.","male","Tim",3,"drinks beer",7964,"2","enabling"
10,"employment","predictive",10,"5 years","Yesterday, Kyle grew disillusioned with the political system and wants nothing to do with it anymore.","male","Kyle",3,"volunteers for political campaigns",5468,"1","preventative"
10,"food","predictive",11,"year","Yesterday, Laura developed a peanut allergy.","female","Laura",3,"eats peanut butter",5072,"0","preventative"
10,"hobby","predictive",12,"year","Yesterday, Linda developed crippling arthritis in her hands and no longer can play musical instruments.","female","Linda",3,"plays the banjo",6379,"1","preventative"
10,"employment","predictive",13,"5 years","","male","Josh",3,"steals cars",4840,"2","baseline"
10,"entertainment","predictive",14,"2 years","Yesterday, Ashley remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Ashley",3,"watches space launches",5551,"5","enabling"
10,"entertainment","predictive",15,"year","Yesterday, Michelle remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","female","Michelle",3,"watches professional football",9020,"5","enabling"
10,"food","predictive",16,"month","Yesterday, Derrick developed a caffeine allergy and decided to give up all caffeine.","male","Derrick",3,"drinks coffee",6491,"0","preventative"
10,"hobby","predictive",17,"5 years","","female","Crystal",3,"climbs mountains",5860,"3","baseline"
10,"hobby","predictive",18,"year","Yesterday, Jackie was in a motorcycle accident and will never walk again.","female","Jackie",3,"hikes",23503,"0","preventative"
10,"employment","predictive",19,"5 years","Yesterday, Stephanie grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Stephanie",3,"volunteers for soup kitchens",5440,"0","preventative"
10,"food","predictive",20,"month","","male","Robert",3,"smokes cigarettes",4823,"3","baseline"
10,"food","predictive",21,"year","","male","Daniel",3,"does cocaine",3184,"3","baseline"
11,"hobby","predictive",1,"year","","male","Cameron",3,"plays tennis",4586,"3","baseline"
11,"entertainment","predictive",2,"2 years","","male","Eric",3,"watches space launches",4294,"3","baseline"
11,"food","predictive",3,"month","Yesterday, Nicole gave up alcohol and entered into Alcoholics Anonymous.","female","Nicole",3,"drinks beer",6522,"0","preventative"
11,"employment","predictive",4,"year","","male","Christopher",3,"writes poems",3927,"3","baseline"
11,"food","predictive",5,"year","Yesterday, Jacob developed a peanut allergy.","male","Jacob",3,"eats peanut butter",3817,"0","preventative"
11,"employment","predictive",6,"5 years","","female","Melinda",3,"steals cars",6592,"1","baseline"
11,"food","predictive",7,"month","","male","Michael",3,"smokes cigarettes",4218,"3","baseline"
11,"hobby","predictive",8,"5 years","Yesterday, Bridgette remembered how much fun that was bought a lot of new mountain climbing gear.","female","Bridgette",3,"climbs mountains",9273,"5","enabling"
11,"employment","predictive",9,"5 years","Yesterday, Ben researched a new soup kitchen in the area and is going to volunteer with them.","male","Ben",3,"volunteers for soup kitchens",12309,"4","enabling"
11,"employment","predictive",10,"5 years","Yesterday, Derrick learned a new trick to distract shopkeepers.","male","Derrick",3,"steals chewing gum",8672,"6","enabling"
11,"hobby","predictive",11,"year","Yesterday, Angela remembered how much fun those times were and bought a lot of new hiking gear.","female","Angela",3,"hikes",8632,"5","enabling"
11,"food","predictive",12,"month","Yesterday, Kyle wanted a morning jolt and bought a pound of fresh roasted coffee.","male","Kyle",3,"drinks coffee",5732,"3","enabling"
11,"food","predictive",13,"year","Yesterday, Greg realized he is severely allergic to cocaine and will no longer do it.","male","Greg",3,"does cocaine",8711,"0","preventative"
11,"entertainment","predictive",14,"year","Yesterday, Linda learned about all the corruption in professional sports and no longer can watch it.","female","Linda",3,"watches professional football",10247,"0","preventative"
11,"clothing","predictive",15,"month","Yesterday, Crystal got a high paying job on Wall Street.","female","Crystal",3,"wears a suit",20135,"20","enabling"
11,"hobby","predictive",16,"year","Yesterday, William developed crippling arthritis in his hands and no longer can play musical instruments.","male","William",3,"plays the banjo",11977,"0","preventative"
11,"hobby","predictive",17,"2 months","Yesterday, Sophia remembered how much fun those times were and bought a new pair of running shoes.","female","Sophia",3,"runs",12856,"6","enabling"
11,"employment","predictive",18,"5 years","Yesterday, Stephen became fed up with the literary world and decided to never write anything again.","male","Stephen",3,"writes novels",5735,"0","preventative"
11,"food","predictive",19,"5 years","","female","Julia",3,"eats caviar",3862,"3","baseline"
11,"food","predictive",20,"year","","female","Kelly",3,"smokes marijuana",3299,"3","baseline"
11,"employment","predictive",21,"5 years","Yesterday, Ashley grew disillusioned with the political system and wants nothing to do with it anymore.","female","Ashley",3,"volunteers for political campaigns",7713,"0","preventative"
12,"employment","predictive",1,"5 years","Yesterday, Kristina got caught and went through a radical transformation, vowing to never break the law again.","female","Kristina",3,"steals cars",13710,"1","preventative"
12,"hobby","predictive",2,"year","Yesterday, Lee developed crippling arthritis in both elbows and can only move his arms extremely slowly.","male","Lee",3,"plays tennis",11297,"1","preventative"
12,"food","predictive",3,"year","Yesterday, Cameron realized he is severely allergic to cocaine and will no longer do it.","male","Cameron",3,"does cocaine",7823,"5","preventative"
12,"employment","predictive",4,"5 years","Yesterday, David finished an MFA program and quit his other job to focus on writing novels.","male","David",3,"writes novels",11855,"6","enabling"
12,"food","predictive",5,"month","Yesterday, Maya developed a caffeine allergy and decided to give up all caffeine.","female","Maya",3,"drinks coffee",6940,"0","preventative"
12,"entertainment","predictive",6,"2 years","","male","Scott",3,"watches space launches",8842,"1","baseline"
12,"food","predictive",7,"month","Yesterday, Sophia wanted a smoke and bought a pack of cigarettes.","female","Sophia",3,"smokes cigarettes",9536,"20","enabling"
12,"entertainment","predictive",8,"year","","male","Ronald",3,"watches professional football",10203,"16","baseline"
12,"hobby","predictive",9,"2 months","","male","Stephen",3,"runs",4183,"2","baseline"
12,"clothing","predictive",10,"month","","male","Christopher",3,"wears a suit",6107,"3","baseline"
12,"hobby","predictive",11,"year","Yesterday, Brooke was in a motorcycle accident and will never walk again.","female","Brooke",3,"hikes",9798,"0","preventative"
12,"employment","predictive",12,"5 years","","female","Veronica",3,"volunteers for political campaigns",6974,"3","baseline"
12,"employment","predictive",13,"5 years","Yesterday, Melinda researched a new soup kitchen in the area and is going to volunteer with them.","female","Melinda",3,"volunteers for soup kitchens",9522,"4","enabling"
12,"hobby","predictive",14,"year","Yesterday, Rebecca remembered how much fun that was and joined her friend&quotechars band as the banjoist.","female","Rebecca",3,"plays the banjo",8879,"12","enabling"
12,"employment","predictive",15,"year","Yesterday, Elizabeth became fed up with the poetry world and decided to never write poems again.","female","Elizabeth",3,"writes poems",14466,"10","preventative"
12,"food","predictive",16,"month","Yesterday, Doug wanted to get tipsy and bought a six-pack of beer.","male","Doug",3,"drinks beer",6566,"6","enabling"
12,"food","predictive",17,"5 years","Yesterday, Monica learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Monica",3,"eats caviar",15534,"10","enabling"
12,"employment","predictive",18,"5 years","Yesterday, Theresa learned a new trick to distract shopkeepers.","female","Theresa",3,"steals chewing gum",10618,"12","enabling"
12,"hobby","predictive",19,"5 years","","female","Amber",3,"climbs mountains",9540,"4","baseline"
12,"food","predictive",20,"year","","male","Lewis",3,"smokes marijuana",7478,"3","baseline"
12,"food","predictive",21,"year","Yesterday, Martin developed a peanut allergy.","male","Martin",3,"eats peanut butter",7649,"0","preventative"
13,"employment","predictive",1,"5 years","Yesterday, Rebecca researched a new political candidate in the area and is going to volunteer with them.","female","Rebecca",3,"volunteers for political campaigns",15453,"3","enabling"
13,"hobby","predictive",2,"year","","female","Kristina",3,"plays tennis",6690,"3","baseline"
13,"hobby","predictive",3,"2 months","Yesterday, Kim remembered how much fun those times were and bought a new pair of running shoes.","female","Kim",3,"runs",-72557,"3","enabling"
13,"clothing","predictive",4,"month","Yesterday, Ashley got a high paying job on Wall Street.","female","Ashley",3,"wears a suit",10636,"30","enabling"
13,"employment","predictive",5,"year","Yesterday, Daniel became fed up with the poetry world and decided to never write poems again.","male","Daniel",3,"writes poems",11507,"1","preventative"
13,"food","predictive",6,"year","Yesterday, Eric wanted to get high and bought some cocaine.","male","Eric",3,"does cocaine",8566,"3","enabling"
13,"employment","predictive",7,"5 years","","male","Josh",3,"steals cars",5308,"3","baseline"
13,"hobby","predictive",8,"5 years","Yesterday, Alexander turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Alexander",3,"climbs mountains",10467,"0","preventative"
13,"employment","predictive",9,"5 years","","male","Stephen",3,"writes novels",5155,"3","baseline"
13,"employment","predictive",10,"5 years","Yesterday, Veronica researched a new soup kitchen in the area and is going to volunteer with them.","female","Veronica",3,"volunteers for soup kitchens",10214,"3","enabling"
13,"employment","predictive",11,"5 years","Yesterday, Janet got caught and vowed to never break the law again.","female","Janet",3,"steals chewing gum",8501,"0","preventative"
13,"food","predictive",12,"month","","female","Brooke",3,"drinks coffee",4708,"3","baseline"
